,ds,dv,dt,method,acc
695,MNIST,NotMNIST,FashionMNIST,DeepEnsemble/Resnet,0.9650999903678894
696,MNIST,NotMNIST,CIFAR10,DeepEnsemble/Resnet,0.971049964427948
697,MNIST,NotMNIST,CIFAR100,DeepEnsemble/Resnet,0.971049964427948
698,MNIST,NotMNIST,STL10,DeepEnsemble/Resnet,0.9610625505447388
699,MNIST,NotMNIST,TinyImagenet,DeepEnsemble/Resnet,0.9661499857902527
700,MNIST,CIFAR10,UniformNoise,DeepEnsemble/Resnet,0.5113999843597412
701,MNIST,CIFAR10,NormalNoise,DeepEnsemble/Resnet,0.5099499821662903
702,MNIST,CIFAR10,FashionMNIST,DeepEnsemble/Resnet,0.9630999565124512
703,MNIST,CIFAR10,NotMNIST,DeepEnsemble/Resnet,0.9470732808113098
704,MNIST,CIFAR10,CIFAR100,DeepEnsemble/Resnet,0.9704999923706055
705,MNIST,CIFAR10,STL10,DeepEnsemble/Resnet,0.9546250700950623
706,MNIST,CIFAR10,TinyImagenet,DeepEnsemble/Resnet,0.9608500003814697
707,MNIST,CIFAR100,UniformNoise,DeepEnsemble/Resnet,0.515749990940094
708,MNIST,CIFAR100,NormalNoise,DeepEnsemble/Resnet,0.517300009727478
709,MNIST,CIFAR100,FashionMNIST,DeepEnsemble/Resnet,0.9639999866485596
710,MNIST,CIFAR100,NotMNIST,DeepEnsemble/Resnet,0.9491561651229858
711,MNIST,CIFAR100,CIFAR10,DeepEnsemble/Resnet,0.9703999757766724
712,MNIST,CIFAR100,STL10,DeepEnsemble/Resnet,0.9562500715255737
713,MNIST,CIFAR100,TinyImagenet,DeepEnsemble/Resnet,0.9630499482154846
714,MNIST,STL10,UniformNoise,DeepEnsemble/Resnet,0.5327999591827393
715,MNIST,STL10,NormalNoise,DeepEnsemble/Resnet,0.5373499989509583
716,MNIST,STL10,FashionMNIST,DeepEnsemble/Resnet,0.9652999639511108
717,MNIST,STL10,NotMNIST,DeepEnsemble/Resnet,0.9523606300354004
718,MNIST,STL10,CIFAR10,DeepEnsemble/Resnet,0.971049964427948
719,MNIST,STL10,CIFAR100,DeepEnsemble/Resnet,0.972000002861023
720,MNIST,STL10,TinyImagenet,DeepEnsemble/Resnet,0.9652499556541443
721,MNIST,TinyImagenet,UniformNoise,DeepEnsemble/Resnet,0.5324000120162964
722,MNIST,TinyImagenet,NormalNoise,DeepEnsemble/Resnet,0.5343499779701233
723,MNIST,TinyImagenet,FashionMNIST,DeepEnsemble/Resnet,0.965149998664856
724,MNIST,TinyImagenet,NotMNIST,DeepEnsemble/Resnet,0.9520935416221619
725,MNIST,TinyImagenet,CIFAR10,DeepEnsemble/Resnet,0.9708999991416931
726,MNIST,TinyImagenet,CIFAR100,DeepEnsemble/Resnet,0.9719499945640564
727,MNIST,TinyImagenet,STL10,DeepEnsemble/Resnet,0.959937572479248
728,MNIST,UniformNoise,NormalNoise,KNNSVM/1,0.9998499751091003
729,MNIST,UniformNoise,FashionMNIST,KNNSVM/1,0.8537499904632568
730,MNIST,UniformNoise,NotMNIST,KNNSVM/1,0.9876095056533813
731,MNIST,UniformNoise,CIFAR10,KNNSVM/1,0.9846999645233154
732,MNIST,UniformNoise,CIFAR100,KNNSVM/1,0.9784500002861023
733,MNIST,UniformNoise,STL10,KNNSVM/1,0.9828125238418579
734,MNIST,UniformNoise,TinyImagenet,KNNSVM/1,0.9753499627113342
735,MNIST,NormalNoise,UniformNoise,KNNSVM/1,0.9999499917030334
736,MNIST,NormalNoise,FashionMNIST,KNNSVM/1,0.8367999792098999
737,MNIST,NormalNoise,NotMNIST,KNNSVM/1,0.9853129386901855
738,MNIST,NormalNoise,CIFAR10,KNNSVM/1,0.9815999865531921
739,MNIST,NormalNoise,CIFAR100,KNNSVM/1,0.9757499694824219
740,MNIST,NormalNoise,STL10,KNNSVM/1,0.979187548160553
741,MNIST,NormalNoise,TinyImagenet,KNNSVM/1,0.9711999893188477
742,MNIST,FashionMNIST,UniformNoise,KNNSVM/1,0.9777500033378601
743,MNIST,FashionMNIST,NormalNoise,KNNSVM/1,0.9777500033378601
744,MNIST,FashionMNIST,NotMNIST,KNNSVM/1,0.9748451113700867
745,MNIST,FashionMNIST,CIFAR10,KNNSVM/1,0.975849986076355
746,MNIST,FashionMNIST,CIFAR100,KNNSVM/1,0.9727999567985535
747,MNIST,FashionMNIST,STL10,KNNSVM/1,0.9743750691413879
748,MNIST,FashionMNIST,TinyImagenet,KNNSVM/1,0.9716999530792236
749,MNIST,NotMNIST,UniformNoise,KNNSVM/1,0.9995999932289124
750,MNIST,NotMNIST,NormalNoise,KNNSVM/1,0.9995999932289124
751,MNIST,NotMNIST,FashionMNIST,KNNSVM/1,0.8730499744415283
752,MNIST,NotMNIST,CIFAR10,KNNSVM/1,0.9874999523162842
753,MNIST,NotMNIST,CIFAR100,KNNSVM/1,0.9810999631881714
754,MNIST,NotMNIST,STL10,KNNSVM/1,0.9853750467300415
755,MNIST,NotMNIST,TinyImagenet,KNNSVM/1,0.9789499640464783
756,MNIST,CIFAR10,UniformNoise,KNNSVM/1,0.9993499517440796
757,MNIST,CIFAR10,NormalNoise,KNNSVM/1,0.9993499517440796
758,MNIST,CIFAR10,FashionMNIST,KNNSVM/1,0.8811500072479248
759,MNIST,CIFAR10,NotMNIST,KNNSVM/1,0.9895855784416199
760,MNIST,CIFAR10,CIFAR100,KNNSVM/1,0.9824999570846558
761,MNIST,CIFAR10,STL10,KNNSVM/1,0.9861875176429749
762,MNIST,CIFAR10,TinyImagenet,KNNSVM/1,0.9804999828338623
763,MNIST,CIFAR100,UniformNoise,KNNSVM/1,0.9987999796867371
764,MNIST,CIFAR100,NormalNoise,KNNSVM/1,0.9987999796867371
765,MNIST,CIFAR100,FashionMNIST,KNNSVM/1,0.9005999565124512
766,MNIST,CIFAR100,NotMNIST,KNNSVM/1,0.9905468821525574
767,MNIST,CIFAR100,CIFAR10,KNNSVM/1,0.9912499785423279
768,MNIST,CIFAR100,STL10,KNNSVM/1,0.9891875386238098
769,MNIST,CIFAR100,TinyImagenet,KNNSVM/1,0.9837999939918518
770,MNIST,STL10,UniformNoise,KNNSVM/1,0.9989999532699585
771,MNIST,STL10,NormalNoise,KNNSVM/1,0.9989999532699585
772,MNIST,STL10,FashionMNIST,KNNSVM/1,0.8957499861717224
773,MNIST,STL10,NotMNIST,KNNSVM/1,0.9904934763908386
774,MNIST,STL10,CIFAR10,KNNSVM/1,0.9907499551773071
775,MNIST,STL10,CIFAR100,KNNSVM/1,0.9847999811172485
776,MNIST,STL10,TinyImagenet,KNNSVM/1,0.9830499887466431
777,MNIST,TinyImagenet,UniformNoise,KNNSVM/1,0.994949996471405
778,MNIST,TinyImagenet,NormalNoise,KNNSVM/1,0.994949996471405
779,MNIST,TinyImagenet,FashionMNIST,KNNSVM/1,0.9328999519348145
780,MNIST,TinyImagenet,NotMNIST,KNNSVM/1,0.9898526072502136
781,MNIST,TinyImagenet,CIFAR10,KNNSVM/1,0.9914499521255493
782,MNIST,TinyImagenet,CIFAR100,KNNSVM/1,0.986299991607666
783,MNIST,TinyImagenet,STL10,KNNSVM/1,0.9896875619888306
784,MNIST,UniformNoise,NormalNoise,KNNSVM/2,1.0
785,MNIST,UniformNoise,FashionMNIST,KNNSVM/2,0.8282999992370605
786,MNIST,UniformNoise,NotMNIST,KNNSVM/2,0.9844584465026855
787,MNIST,UniformNoise,CIFAR10,KNNSVM/2,0.9799999594688416
788,MNIST,UniformNoise,CIFAR100,KNNSVM/2,0.9734500050544739
789,MNIST,UniformNoise,STL10,KNNSVM/2,0.9780000448226929
790,MNIST,UniformNoise,TinyImagenet,KNNSVM/2,0.9685499668121338
791,MNIST,NormalNoise,UniformNoise,KNNSVM/2,0.9999499917030334
792,MNIST,NormalNoise,FashionMNIST,KNNSVM/2,0.8376999497413635
793,MNIST,NormalNoise,NotMNIST,KNNSVM/2,0.9854732155799866
794,MNIST,NormalNoise,CIFAR10,KNNSVM/2,0.981249988079071
795,MNIST,NormalNoise,CIFAR100,KNNSVM/2,0.9756499528884888
796,MNIST,NormalNoise,STL10,KNNSVM/2,0.979062557220459
797,MNIST,NormalNoise,TinyImagenet,KNNSVM/2,0.9709499478340149
798,MNIST,FashionMNIST,UniformNoise,KNNSVM/2,0.9792499542236328
799,MNIST,FashionMNIST,NormalNoise,KNNSVM/2,0.9792499542236328
800,MNIST,FashionMNIST,NotMNIST,KNNSVM/2,0.9761803150177002
801,MNIST,FashionMNIST,CIFAR10,KNNSVM/2,0.9772999882698059
802,MNIST,FashionMNIST,CIFAR100,KNNSVM/2,0.9736999869346619
803,MNIST,FashionMNIST,STL10,KNNSVM/2,0.9753125309944153
804,MNIST,FashionMNIST,TinyImagenet,KNNSVM/2,0.9726499915122986
805,MNIST,NotMNIST,UniformNoise,KNNSVM/2,0.9991999864578247
806,MNIST,NotMNIST,NormalNoise,KNNSVM/2,0.9991999864578247
807,MNIST,NotMNIST,FashionMNIST,KNNSVM/2,0.8868999481201172
808,MNIST,NotMNIST,CIFAR10,KNNSVM/2,0.9896000027656555
809,MNIST,NotMNIST,CIFAR100,KNNSVM/2,0.983299970626831
810,MNIST,NotMNIST,STL10,KNNSVM/2,0.986750066280365
811,MNIST,NotMNIST,TinyImagenet,KNNSVM/2,0.9815999865531921
812,MNIST,CIFAR10,UniformNoise,KNNSVM/2,0.9988999962806702
813,MNIST,CIFAR10,NormalNoise,KNNSVM/2,0.9988999962806702
814,MNIST,CIFAR10,FashionMNIST,KNNSVM/2,0.8968999981880188
815,MNIST,CIFAR10,NotMNIST,KNNSVM/2,0.9904934763908386
816,MNIST,CIFAR10,CIFAR100,KNNSVM/2,0.984749972820282
817,MNIST,CIFAR10,STL10,KNNSVM/2,0.9881875514984131
818,MNIST,CIFAR10,TinyImagenet,KNNSVM/2,0.9830499887466431
819,MNIST,CIFAR100,UniformNoise,KNNSVM/2,0.989549994468689
820,MNIST,CIFAR100,NormalNoise,KNNSVM/2,0.989549994468689
821,MNIST,CIFAR100,FashionMNIST,KNNSVM/2,0.9385499954223633
822,MNIST,CIFAR100,NotMNIST,KNNSVM/2,0.9853129386901855
823,MNIST,CIFAR100,CIFAR10,KNNSVM/2,0.9865999817848206
824,MNIST,CIFAR100,STL10,KNNSVM/2,0.9850000739097595
825,MNIST,CIFAR100,TinyImagenet,KNNSVM/2,0.981249988079071
826,MNIST,STL10,UniformNoise,KNNSVM/2,0.9976499676704407
827,MNIST,STL10,NormalNoise,KNNSVM/2,0.9976499676704407
828,MNIST,STL10,FashionMNIST,KNNSVM/2,0.9156999588012695
829,MNIST,STL10,NotMNIST,KNNSVM/2,0.9907605051994324
830,MNIST,STL10,CIFAR10,KNNSVM/2,0.9917500019073486
831,MNIST,STL10,CIFAR100,KNNSVM/2,0.986299991607666
832,MNIST,STL10,TinyImagenet,KNNSVM/2,0.984749972820282
833,MNIST,TinyImagenet,UniformNoise,KNNSVM/2,0.9925999641418457
834,MNIST,TinyImagenet,NormalNoise,KNNSVM/2,0.9925999641418457
835,MNIST,TinyImagenet,FashionMNIST,KNNSVM/2,0.9375
836,MNIST,TinyImagenet,NotMNIST,KNNSVM/2,0.9880901575088501
837,MNIST,TinyImagenet,CIFAR10,KNNSVM/2,0.9892999529838562
838,MNIST,TinyImagenet,CIFAR100,KNNSVM/2,0.9847999811172485
839,MNIST,TinyImagenet,STL10,KNNSVM/2,0.9879375696182251
840,MNIST,UniformNoise,NormalNoise,KNNSVM/4,0.9998999834060669
841,MNIST,UniformNoise,FashionMNIST,KNNSVM/4,0.8420000076293945
842,MNIST,UniformNoise,NotMNIST,KNNSVM/4,0.9860072731971741
843,MNIST,UniformNoise,CIFAR10,KNNSVM/4,0.9818499684333801
844,MNIST,UniformNoise,CIFAR100,KNNSVM/4,0.9758999943733215
845,MNIST,UniformNoise,STL10,KNNSVM/4,0.979437530040741
846,MNIST,UniformNoise,TinyImagenet,KNNSVM/4,0.9713499546051025
847,MNIST,NormalNoise,UniformNoise,KNNSVM/4,0.9998499751091003
848,MNIST,NormalNoise,FashionMNIST,KNNSVM/4,0.8412999510765076
849,MNIST,NormalNoise,NotMNIST,KNNSVM/4,0.9859004616737366
850,MNIST,NormalNoise,CIFAR10,KNNSVM/4,0.981499969959259
851,MNIST,NormalNoise,CIFAR100,KNNSVM/4,0.9756499528884888
852,MNIST,NormalNoise,STL10,KNNSVM/4,0.979062557220459
853,MNIST,NormalNoise,TinyImagenet,KNNSVM/4,0.9712499976158142
854,MNIST,FashionMNIST,UniformNoise,KNNSVM/4,0.9783499836921692
855,MNIST,FashionMNIST,NormalNoise,KNNSVM/4,0.9783499836921692
856,MNIST,FashionMNIST,NotMNIST,KNNSVM/4,0.9748451113700867
857,MNIST,FashionMNIST,CIFAR10,KNNSVM/4,0.976099967956543
858,MNIST,FashionMNIST,CIFAR100,KNNSVM/4,0.9715499877929688
859,MNIST,FashionMNIST,STL10,KNNSVM/4,0.9740625619888306
860,MNIST,FashionMNIST,TinyImagenet,KNNSVM/4,0.9712499976158142
861,MNIST,NotMNIST,UniformNoise,KNNSVM/4,0.9976499676704407
862,MNIST,NotMNIST,NormalNoise,KNNSVM/4,0.9976499676704407
863,MNIST,NotMNIST,FashionMNIST,KNNSVM/4,0.9093999862670898
864,MNIST,NotMNIST,CIFAR10,KNNSVM/4,0.9907999634742737
865,MNIST,NotMNIST,CIFAR100,KNNSVM/4,0.9848999977111816
866,MNIST,NotMNIST,STL10,KNNSVM/4,0.9891250729560852
867,MNIST,NotMNIST,TinyImagenet,KNNSVM/4,0.983549952507019
868,MNIST,CIFAR10,UniformNoise,KNNSVM/4,0.9976499676704407
869,MNIST,CIFAR10,NormalNoise,KNNSVM/4,0.9976499676704407
870,MNIST,CIFAR10,FashionMNIST,KNNSVM/4,0.9069499969482422
871,MNIST,CIFAR10,NotMNIST,KNNSVM/4,0.9896923899650574
872,MNIST,CIFAR10,CIFAR100,KNNSVM/4,0.9844499826431274
873,MNIST,CIFAR10,STL10,KNNSVM/4,0.9886875748634338
874,MNIST,CIFAR10,TinyImagenet,KNNSVM/4,0.9833499789237976
875,MNIST,CIFAR100,UniformNoise,KNNSVM/4,0.9965999722480774
876,MNIST,CIFAR100,NormalNoise,KNNSVM/4,0.9965999722480774
877,MNIST,CIFAR100,FashionMNIST,KNNSVM/4,0.915149986743927
878,MNIST,CIFAR100,NotMNIST,KNNSVM/4,0.9896389842033386
879,MNIST,CIFAR100,CIFAR10,KNNSVM/4,0.990399956703186
880,MNIST,CIFAR100,STL10,KNNSVM/4,0.9890000224113464
881,MNIST,CIFAR100,TinyImagenet,KNNSVM/4,0.9835000038146973
882,MNIST,STL10,UniformNoise,KNNSVM/4,0.9950499534606934
883,MNIST,STL10,NormalNoise,KNNSVM/4,0.9950499534606934
884,MNIST,STL10,FashionMNIST,KNNSVM/4,0.9234499931335449
885,MNIST,STL10,NotMNIST,KNNSVM/4,0.9892116785049438
886,MNIST,STL10,CIFAR10,KNNSVM/4,0.9902999997138977
887,MNIST,STL10,CIFAR100,KNNSVM/4,0.9849499464035034
888,MNIST,STL10,TinyImagenet,KNNSVM/4,0.9836499691009521
889,MNIST,TinyImagenet,UniformNoise,KNNSVM/4,0.9971500039100647
890,MNIST,TinyImagenet,NormalNoise,KNNSVM/4,0.9971500039100647
891,MNIST,TinyImagenet,FashionMNIST,KNNSVM/4,0.9136999845504761
892,MNIST,TinyImagenet,NotMNIST,KNNSVM/4,0.9900662302970886
893,MNIST,TinyImagenet,CIFAR10,KNNSVM/4,0.9906499981880188
894,MNIST,TinyImagenet,CIFAR100,KNNSVM/4,0.9852499961853027
895,MNIST,TinyImagenet,STL10,KNNSVM/4,0.9891875386238098
896,MNIST,UniformNoise,NormalNoise,KNNSVM/8,0.9995999932289124
897,MNIST,UniformNoise,FashionMNIST,KNNSVM/8,0.8557999730110168
898,MNIST,UniformNoise,NotMNIST,KNNSVM/8,0.9875560998916626
899,MNIST,UniformNoise,CIFAR10,KNNSVM/8,0.9837499856948853
900,MNIST,UniformNoise,CIFAR100,KNNSVM/8,0.9770999550819397
901,MNIST,UniformNoise,STL10,KNNSVM/8,0.9813750386238098
902,MNIST,UniformNoise,TinyImagenet,KNNSVM/8,0.9736999869346619
903,MNIST,NormalNoise,UniformNoise,KNNSVM/8,0.9999499917030334
904,MNIST,NormalNoise,FashionMNIST,KNNSVM/8,0.8206999897956848
905,MNIST,NormalNoise,NotMNIST,KNNSVM/8,0.9838175773620605
906,MNIST,NormalNoise,CIFAR10,KNNSVM/8,0.9775999784469604
907,MNIST,NormalNoise,CIFAR100,KNNSVM/8,0.9703999757766724
908,MNIST,NormalNoise,STL10,KNNSVM/8,0.9741875529289246
909,MNIST,NormalNoise,TinyImagenet,KNNSVM/8,0.9653499722480774
910,MNIST,FashionMNIST,UniformNoise,KNNSVM/8,0.9753499627113342
911,MNIST,FashionMNIST,NormalNoise,KNNSVM/8,0.9753499627113342
912,MNIST,FashionMNIST,NotMNIST,KNNSVM/8,0.9720145463943481
913,MNIST,FashionMNIST,CIFAR10,KNNSVM/8,0.973099946975708
914,MNIST,FashionMNIST,CIFAR100,KNNSVM/8,0.9687999486923218
915,MNIST,FashionMNIST,STL10,KNNSVM/8,0.9709375500679016
916,MNIST,FashionMNIST,TinyImagenet,KNNSVM/8,0.9683499932289124
917,MNIST,NotMNIST,UniformNoise,KNNSVM/8,0.9990999698638916
918,MNIST,NotMNIST,NormalNoise,KNNSVM/8,0.9990999698638916
919,MNIST,NotMNIST,FashionMNIST,KNNSVM/8,0.8801499605178833
920,MNIST,NotMNIST,CIFAR10,KNNSVM/8,0.9876999855041504
921,MNIST,NotMNIST,CIFAR100,KNNSVM/8,0.9815499782562256
922,MNIST,NotMNIST,STL10,KNNSVM/8,0.9851875305175781
923,MNIST,NotMNIST,TinyImagenet,KNNSVM/8,0.9789999723434448
924,MNIST,CIFAR10,UniformNoise,KNNSVM/8,0.9978500008583069
925,MNIST,CIFAR10,NormalNoise,KNNSVM/8,0.9978500008583069
926,MNIST,CIFAR10,FashionMNIST,KNNSVM/8,0.8951999545097351
927,MNIST,CIFAR10,NotMNIST,KNNSVM/8,0.9893185496330261
928,MNIST,CIFAR10,CIFAR100,KNNSVM/8,0.9827999472618103
929,MNIST,CIFAR10,STL10,KNNSVM/8,0.9865000247955322
930,MNIST,CIFAR10,TinyImagenet,KNNSVM/8,0.9810499548912048
931,MNIST,CIFAR100,UniformNoise,KNNSVM/8,0.9926999807357788
932,MNIST,CIFAR100,NormalNoise,KNNSVM/8,0.9926999807357788
933,MNIST,CIFAR100,FashionMNIST,KNNSVM/8,0.9232999682426453
934,MNIST,CIFAR100,NotMNIST,KNNSVM/8,0.9868083596229553
935,MNIST,CIFAR100,CIFAR10,KNNSVM/8,0.9879499673843384
936,MNIST,CIFAR100,STL10,KNNSVM/8,0.9860625267028809
937,MNIST,CIFAR100,TinyImagenet,KNNSVM/8,0.9811999797821045
938,MNIST,STL10,UniformNoise,KNNSVM/8,0.9973999857902527
939,MNIST,STL10,NormalNoise,KNNSVM/8,0.9973999857902527
940,MNIST,STL10,FashionMNIST,KNNSVM/8,0.8980000019073486
941,MNIST,STL10,NotMNIST,KNNSVM/8,0.9889980554580688
942,MNIST,STL10,CIFAR10,KNNSVM/8,0.9887999892234802
943,MNIST,STL10,CIFAR100,KNNSVM/8,0.9826499819755554
944,MNIST,STL10,TinyImagenet,KNNSVM/8,0.98089998960495
945,MNIST,TinyImagenet,UniformNoise,KNNSVM/8,0.9962999820709229
946,MNIST,TinyImagenet,NormalNoise,KNNSVM/8,0.9962999820709229
947,MNIST,TinyImagenet,FashionMNIST,KNNSVM/8,0.9126999974250793
948,MNIST,TinyImagenet,NotMNIST,KNNSVM/8,0.9892116785049438
949,MNIST,TinyImagenet,CIFAR10,KNNSVM/8,0.9896499514579773
950,MNIST,TinyImagenet,CIFAR100,KNNSVM/8,0.9841499924659729
951,MNIST,TinyImagenet,STL10,KNNSVM/8,0.9881250262260437
952,FashionMNIST,UniformNoise,NormalNoise,ProbThresh/VGG,0.6470499634742737
953,FashionMNIST,UniformNoise,MNIST,ProbThresh/VGG,0.7635499835014343
954,FashionMNIST,UniformNoise,NotMNIST,ProbThresh/VGG,0.7699743509292603
955,FashionMNIST,UniformNoise,CIFAR10,ProbThresh/VGG,0.7479999661445618
956,FashionMNIST,UniformNoise,CIFAR100,ProbThresh/VGG,0.7476999759674072
957,FashionMNIST,UniformNoise,STL10,ProbThresh/VGG,0.7343750596046448
958,FashionMNIST,UniformNoise,TinyImagenet,ProbThresh/VGG,0.7667999863624573
959,FashionMNIST,NormalNoise,UniformNoise,ProbThresh/VGG,0.6897000074386597
960,FashionMNIST,NormalNoise,MNIST,ProbThresh/VGG,0.7635499835014343
961,FashionMNIST,NormalNoise,NotMNIST,ProbThresh/VGG,0.7699743509292603
962,FashionMNIST,NormalNoise,CIFAR10,ProbThresh/VGG,0.7479999661445618
963,FashionMNIST,NormalNoise,CIFAR100,ProbThresh/VGG,0.7476999759674072
964,FashionMNIST,NormalNoise,STL10,ProbThresh/VGG,0.7343750596046448
965,FashionMNIST,NormalNoise,TinyImagenet,ProbThresh/VGG,0.7667999863624573
966,FashionMNIST,MNIST,UniformNoise,ProbThresh/VGG,0.6904000043869019
967,FashionMNIST,MNIST,NormalNoise,ProbThresh/VGG,0.6383999586105347
968,FashionMNIST,MNIST,NotMNIST,ProbThresh/VGG,0.7699743509292603
969,FashionMNIST,MNIST,CIFAR10,ProbThresh/VGG,0.7479999661445618
970,FashionMNIST,MNIST,CIFAR100,ProbThresh/VGG,0.7476999759674072
971,FashionMNIST,MNIST,STL10,ProbThresh/VGG,0.7343750596046448
972,FashionMNIST,MNIST,TinyImagenet,ProbThresh/VGG,0.7667999863624573
973,FashionMNIST,NotMNIST,UniformNoise,ProbThresh/VGG,0.6888499855995178
974,FashionMNIST,NotMNIST,NormalNoise,ProbThresh/VGG,0.6416499614715576
975,FashionMNIST,NotMNIST,MNIST,ProbThresh/VGG,0.7635499835014343
976,FashionMNIST,NotMNIST,CIFAR10,ProbThresh/VGG,0.7479999661445618
977,FashionMNIST,NotMNIST,CIFAR100,ProbThresh/VGG,0.7476999759674072
978,FashionMNIST,NotMNIST,STL10,ProbThresh/VGG,0.7343750596046448
979,FashionMNIST,NotMNIST,TinyImagenet,ProbThresh/VGG,0.7667999863624573
980,FashionMNIST,CIFAR10,UniformNoise,ProbThresh/VGG,0.6880999803543091
981,FashionMNIST,CIFAR10,NormalNoise,ProbThresh/VGG,0.6383999586105347
982,FashionMNIST,CIFAR10,MNIST,ProbThresh/VGG,0.7635499835014343
983,FashionMNIST,CIFAR10,NotMNIST,ProbThresh/VGG,0.7699743509292603
984,FashionMNIST,CIFAR10,CIFAR100,ProbThresh/VGG,0.7476999759674072
985,FashionMNIST,CIFAR10,STL10,ProbThresh/VGG,0.7343750596046448
986,FashionMNIST,CIFAR10,TinyImagenet,ProbThresh/VGG,0.7667999863624573
987,FashionMNIST,CIFAR100,UniformNoise,ProbThresh/VGG,0.691349983215332
988,FashionMNIST,CIFAR100,NormalNoise,ProbThresh/VGG,0.6392999887466431
989,FashionMNIST,CIFAR100,MNIST,ProbThresh/VGG,0.7635499835014343
990,FashionMNIST,CIFAR100,NotMNIST,ProbThresh/VGG,0.7699743509292603
991,FashionMNIST,CIFAR100,CIFAR10,ProbThresh/VGG,0.7479999661445618
992,FashionMNIST,CIFAR100,STL10,ProbThresh/VGG,0.7343750596046448
993,FashionMNIST,CIFAR100,TinyImagenet,ProbThresh/VGG,0.7667999863624573
994,FashionMNIST,STL10,UniformNoise,ProbThresh/VGG,0.6664499640464783
995,FashionMNIST,STL10,NormalNoise,ProbThresh/VGG,0.6211999654769897
996,FashionMNIST,STL10,MNIST,ProbThresh/VGG,0.7530499696731567
997,FashionMNIST,STL10,NotMNIST,ProbThresh/VGG,0.7631916403770447
998,FashionMNIST,STL10,CIFAR10,ProbThresh/VGG,0.7420499920845032
999,FashionMNIST,STL10,CIFAR100,ProbThresh/VGG,0.7422499656677246
1000,FashionMNIST,STL10,TinyImagenet,ProbThresh/VGG,0.7601000070571899
1001,FashionMNIST,TinyImagenet,UniformNoise,ProbThresh/VGG,0.6894499659538269
1002,FashionMNIST,TinyImagenet,NormalNoise,ProbThresh/VGG,0.6455000042915344
1003,FashionMNIST,TinyImagenet,MNIST,ProbThresh/VGG,0.7635499835014343
1004,FashionMNIST,TinyImagenet,NotMNIST,ProbThresh/VGG,0.7699743509292603
1005,FashionMNIST,TinyImagenet,CIFAR10,ProbThresh/VGG,0.7479999661445618
1006,FashionMNIST,TinyImagenet,CIFAR100,ProbThresh/VGG,0.7476999759674072
1007,FashionMNIST,TinyImagenet,STL10,ProbThresh/VGG,0.7343750596046448
1008,FashionMNIST,UniformNoise,NormalNoise,ProbThresh/Resnet,0.8794499635696411
1009,FashionMNIST,UniformNoise,MNIST,ProbThresh/Resnet,0.8483999967575073
1010,FashionMNIST,UniformNoise,NotMNIST,ProbThresh/Resnet,0.8476821184158325
1011,FashionMNIST,UniformNoise,CIFAR10,ProbThresh/Resnet,0.6416999697685242
1012,FashionMNIST,UniformNoise,CIFAR100,ProbThresh/Resnet,0.6674000024795532
1013,FashionMNIST,UniformNoise,STL10,ProbThresh/Resnet,0.6316875219345093
1014,FashionMNIST,UniformNoise,TinyImagenet,ProbThresh/Resnet,0.6752499938011169
1015,FashionMNIST,NormalNoise,UniformNoise,ProbThresh/Resnet,0.884399950504303
1016,FashionMNIST,NormalNoise,MNIST,ProbThresh/Resnet,0.8384999632835388
1017,FashionMNIST,NormalNoise,NotMNIST,ProbThresh/Resnet,0.8382290005683899
1018,FashionMNIST,NormalNoise,CIFAR10,ProbThresh/Resnet,0.6247999668121338
1019,FashionMNIST,NormalNoise,CIFAR100,ProbThresh/Resnet,0.6500999927520752
1020,FashionMNIST,NormalNoise,STL10,ProbThresh/Resnet,0.6180000305175781
1021,FashionMNIST,NormalNoise,TinyImagenet,ProbThresh/Resnet,0.6599999666213989
1022,FashionMNIST,MNIST,UniformNoise,ProbThresh/Resnet,0.8853499889373779
1023,FashionMNIST,MNIST,NormalNoise,ProbThresh/Resnet,0.8816999793052673
1024,FashionMNIST,MNIST,NotMNIST,ProbThresh/Resnet,0.8526490330696106
1025,FashionMNIST,MNIST,CIFAR10,ProbThresh/Resnet,0.6541999578475952
1026,FashionMNIST,MNIST,CIFAR100,ProbThresh/Resnet,0.6821500062942505
1027,FashionMNIST,MNIST,STL10,ProbThresh/Resnet,0.6471250057220459
1028,FashionMNIST,MNIST,TinyImagenet,ProbThresh/Resnet,0.6905499696731567
1029,FashionMNIST,NotMNIST,UniformNoise,ProbThresh/Resnet,0.8779000043869019
1030,FashionMNIST,NotMNIST,NormalNoise,ProbThresh/Resnet,0.8745999932289124
1031,FashionMNIST,NotMNIST,MNIST,ProbThresh/Resnet,0.854449987411499
1032,FashionMNIST,NotMNIST,CIFAR10,ProbThresh/Resnet,0.6730499863624573
1033,FashionMNIST,NotMNIST,CIFAR100,ProbThresh/Resnet,0.6958499550819397
1034,FashionMNIST,NotMNIST,STL10,ProbThresh/Resnet,0.6618125438690186
1035,FashionMNIST,NotMNIST,TinyImagenet,ProbThresh/Resnet,0.706849992275238
1036,FashionMNIST,CIFAR10,UniformNoise,ProbThresh/Resnet,0.8366999626159668
1037,FashionMNIST,CIFAR10,NormalNoise,ProbThresh/Resnet,0.8366000056266785
1038,FashionMNIST,CIFAR10,MNIST,ProbThresh/Resnet,0.82874995470047
1039,FashionMNIST,CIFAR10,NotMNIST,ProbThresh/Resnet,0.8255714774131775
1040,FashionMNIST,CIFAR10,CIFAR100,ProbThresh/Resnet,0.7267499566078186
